Date,Open,High,Low,Close,Adj Close,Volume
2022-04-04,66.980003,66.980003,66.000000,66.540001,66.540001,563048
2022-04-05,66.500000,66.500000,65.900002,66.150002,66.150002,587450
2022-04-06,66.000000,66.050003,65.459999,65.980003,65.980003,448926
2022-04-07,66.250000,66.500000,65.709999,66.040001,66.040001,490405
2022-04-08,66.379997,66.550003,66.059998,66.480003,66.480003,268062
2022-04-11,66.690002,67.449997,66.400002,67.349998,67.349998,316116
2022-04-12,68.000000,68.000000,67.260002,67.400002,67.400002,915728
2022-04-13,67.800003,69.150002,67.800003,69.000000,69.000000,812052
2022-04-18,68.309998,69.989998,68.309998,69.620003,69.620003,940469
2022-04-19,69.879997,69.980003,69.309998,69.599998,69.599998,579141
2022-04-20,69.180000,69.180000,67.860001,68.059998,68.059998,707140
2022-04-21,68.199997,68.199997,67.349998,67.459999,67.459999,581100
2022-04-22,67.830002,67.830002,66.150002,66.330002,66.330002,1233175
2022-04-25,66.330002,66.330002,65.199997,65.309998,65.309998,1237896
2022-04-26,65.599998,65.680000,65.010002,65.419998,65.419998,774433
2022-04-27,65.599998,70.489998,64.639999,64.980003,64.980003,488290
2022-04-28,64.980003,64.980003,63.750000,64.250000,64.250000,809968
2022-04-29,64.400002,64.800003,64.209999,64.570000,64.570000,798571
2022-05-02,64.449997,64.449997,62.549999,62.830002,62.830002,1779659
2022-05-04,62.500000,62.790001,62.349998,62.630001,62.630001,720146
2022-05-05,62.700001,64.000000,62.700001,63.349998,63.349998,519360
2022-05-06,63.340000,63.340000,62.020000,62.490002,62.490002,799198
2022-05-09,64.010002,64.010002,61.849998,61.980000,61.980000,522812
2022-05-10,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-05-11,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-05-12,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-05-13,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-05-16,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-05-17,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-05-18,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-05-19,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-05-20,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-05-23,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-05-24,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-05-25,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-05-26,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-05-27,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-05-30,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-05-31,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-06-01,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-06-02,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-06-03,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-06-06,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-06-07,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-06-08,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-06-09,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-06-10,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-06-13,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-06-14,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-06-15,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-06-16,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-06-17,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-06-20,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-06-21,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-06-22,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-06-23,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-06-24,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-06-27,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-06-28,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-06-29,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-06-30,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-07-01,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-07-04,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-07-05,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-07-06,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-07-07,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-07-08,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-07-11,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-07-12,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-07-13,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-07-14,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-07-15,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-07-18,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-07-19,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-07-20,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-07-21,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-07-22,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-07-25,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-07-26,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-07-27,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-07-28,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-07-29,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-08-01,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-08-02,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-08-03,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-08-04,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-08-05,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-08-08,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-08-10,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-08-11,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-08-12,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-08-16,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-08-17,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-08-18,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-08-19,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-08-22,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-08-23,61.980000,61.980000,61.980000,61.980000,61.980000,0
2022-08-24,61.980000,61.980000,61.980000,61.980000,61.980000,0
