Date,Open,High,Low,Close,Adj Close,Volume
2020-02-14,1028.175049,1028.175049,1028.175049,1028.175049,1028.175049,0
2020-02-17,1030.599976,1030.599976,1030.599976,1030.599976,1030.599976,0
2020-02-18,1029.649658,1029.649658,1029.649658,1029.649658,1029.649658,0
2020-02-19,null,null,null,null,null,null
2020-02-20,1028.920776,1028.920776,1028.920776,1028.920776,1028.920776,0
2020-02-24,1032.298462,1032.298462,1032.298462,1032.298462,1032.298462,0
2020-02-25,1032.932617,1032.932617,1032.932617,1032.932617,1032.932617,0
2020-02-26,1034.893555,1034.893555,1034.893555,1034.893555,1034.893555,0
2020-02-27,1032.497925,1032.497925,1032.497925,1032.497925,1032.497925,0
2020-02-28,1031.023682,1031.023682,1031.023682,1031.023682,1031.023682,0
2020-03-02,1033.405884,1033.405884,1033.405884,1033.405884,1033.405884,0
2020-03-03,1032.891846,1032.891846,1032.891846,1032.891846,1032.891846,0
2020-03-04,1039.730957,1039.730957,1039.730957,1039.730957,1039.730957,0
2020-03-05,1038.159058,1038.159058,1038.159058,1038.159058,1038.159058,0
2020-03-06,1040.519653,1040.519653,1040.519653,1040.519653,1040.519653,0
2020-03-09,1044.105347,1044.105347,1044.105347,1044.105347,1044.105347,0
2020-03-11,1040.495972,1040.495972,1040.495972,1040.495972,1040.495972,0
2020-03-12,1026.908936,1026.908936,1026.908936,1026.908936,1026.908936,0
2020-03-13,1017.465576,1017.465576,1017.465576,1017.465576,1017.465576,0
2020-03-16,1019.379517,1019.379517,1019.379517,1019.379517,1019.379517,0
2020-03-17,1018.000000,1029.000000,1018.000000,1028.989990,1028.989990,52191
2020-03-18,1022.950012,1023.979980,1012.000000,1015.809998,1015.809998,113678
2020-03-19,1001.000000,1006.000000,996.400024,1000.859985,1000.859985,39397
2020-03-20,1000.859985,1001.979980,996.400024,1000.919983,1000.919983,53749
2020-03-23,1000.000000,1003.500000,991.099976,999.250000,999.250000,36262
2020-03-24,1033.000000,1033.000000,996.500000,998.760010,998.760010,30279
2020-03-25,998.000000,1008.500000,995.059998,1005.840027,1005.840027,23968
2020-03-26,1001.200012,1009.000000,1001.200012,1005.020020,1005.020020,17744
2020-03-27,1011.000000,1028.000000,1011.000000,1023.989990,1023.989990,14615
2020-03-30,1031.000000,1043.250000,1031.000000,1040.630005,1040.630005,9112
2020-03-31,1041.000000,1045.000000,1038.000000,1041.380005,1041.380005,49271
2020-04-01,1040.000000,1041.000000,1039.750000,1040.969971,1040.969971,6043
2020-04-03,1040.000000,1042.000000,1037.000000,1040.800049,1040.800049,2537
2020-04-07,1075.000000,1075.000000,1038.000000,1040.170044,1040.170044,251400
2020-04-08,1040.000000,1040.000000,1033.000000,1034.130005,1034.130005,11974
2020-04-09,1034.000000,1035.000000,1029.000000,1030.000000,1030.000000,44540
2020-04-13,1035.000000,1035.000000,1027.000000,1027.930054,1027.930054,23413
2020-04-15,1028.000000,1030.000000,1025.550049,1028.819946,1028.819946,266326
2020-04-16,1029.000000,1032.479980,1029.000000,1030.199951,1030.199951,15641
2020-04-17,1031.050049,1036.949951,1030.000000,1031.469971,1031.469971,24760
2020-04-20,1030.000000,1050.000000,1030.000000,1040.430054,1040.430054,12570
2020-04-21,1040.050049,1043.000000,1037.000000,1037.390015,1037.390015,22702
2020-04-22,1040.150024,1044.000000,1039.949951,1041.989990,1041.989990,35114
2020-04-23,1041.500000,1049.000000,1041.400024,1046.709961,1046.709961,40257
2020-04-24,1045.050049,1051.800049,1045.050049,1050.739990,1050.739990,45186
2020-04-27,1052.000000,1052.000000,1045.050049,1050.329956,1050.329956,12353
2020-04-28,1050.000000,1052.890015,1047.250000,1048.040039,1048.040039,89372
2020-04-29,1048.040039,1052.000000,1046.050049,1049.069946,1049.069946,65076
2020-04-30,1049.500000,1053.000000,1048.599976,1051.619995,1051.619995,32709
2020-05-04,1051.619995,1051.979980,1047.060059,1049.709961,1049.709961,27699
2020-05-05,1050.000000,1054.979980,1049.400024,1052.209961,1052.209961,25511
2020-05-06,1053.000000,1059.890015,1053.000000,1059.839966,1059.839966,41909
2020-05-07,1059.979980,1067.400024,1059.000000,1067.130005,1067.130005,39621
2020-05-08,1067.000000,1068.000000,1064.250000,1065.349976,1065.349976,12782
2020-05-11,1066.000000,1066.000000,1048.109985,1049.689941,1049.689941,93038
2020-05-12,1048.000000,1052.750000,1048.000000,1051.729980,1051.729980,51692
2020-05-13,1052.000000,1060.000000,1051.000000,1056.390015,1056.390015,30052
2020-05-14,1053.000000,1060.250000,1053.000000,1057.750000,1057.750000,22038
2020-05-15,1057.750000,1063.000000,1056.000000,1060.979980,1060.979980,33621
2020-05-18,1064.949951,1065.949951,1061.050049,1061.530029,1061.530029,25561
2020-05-19,1064.849976,1066.989990,1062.109985,1065.000000,1065.000000,30775
2020-05-20,1062.510010,1066.000000,1062.250000,1065.510010,1065.510010,36757
2020-05-21,1065.510010,1066.800049,1063.810059,1066.619995,1066.619995,27320
2020-05-22,1069.000000,1072.000000,1049.900024,1066.000000,1066.000000,73720
2020-05-26,1074.000000,1074.000000,1057.000000,1067.400024,1067.400024,52180
2020-05-27,1068.989990,1069.000000,1066.550049,1067.270020,1067.270020,42343
2020-05-28,1072.000000,1169.000000,1067.300049,1068.780029,1068.780029,84223
2020-05-29,1077.000000,1077.000000,1067.349976,1069.469971,1069.469971,95542
2020-06-01,1067.359985,1071.000000,1066.000000,1069.349976,1069.349976,56570
2020-06-02,1069.349976,1069.989990,1066.000000,1067.300049,1067.300049,15352
2020-06-03,1057.000000,1075.949951,1057.000000,1064.410034,1064.410034,21872
2020-06-04,1069.000000,1069.489990,1064.199951,1068.939941,1068.939941,21741
2020-06-05,1069.000000,1069.989990,1066.500000,1067.880005,1067.880005,11780
2020-06-08,1079.449951,1079.449951,1068.000000,1068.300049,1068.300049,22350
2020-06-09,1084.449951,1084.449951,1068.189941,1069.060059,1069.060059,20426
2020-06-10,1070.000000,1072.680054,1068.209961,1072.390015,1072.390015,21675
2020-06-11,1073.000000,1075.000000,1068.599976,1071.140015,1071.140015,15184
2020-06-12,1071.140015,1075.000000,1070.000000,1071.160034,1071.160034,21388
2020-06-15,1082.199951,1082.199951,1071.000000,1073.000000,1073.000000,98662
2020-06-16,1071.500000,1076.000000,1071.500000,1073.069946,1073.069946,19336
2020-06-17,1073.199951,1074.979980,1073.199951,1074.520020,1074.520020,9956
2020-06-18,1075.000000,1076.000000,1073.500000,1075.050049,1075.050049,12671
2020-06-19,1073.500000,1076.949951,1073.500000,1074.989990,1074.989990,25000
2020-06-22,1075.949951,1078.000000,1075.949951,1077.949951,1077.949951,35284
2020-06-23,1077.949951,1082.979980,1077.000000,1082.020020,1082.020020,5889
2020-06-24,1082.000000,1083.989990,1080.000000,1081.589966,1081.589966,18604
2020-06-25,1078.699951,1085.949951,1078.589966,1085.859985,1085.859985,8708
2020-06-26,1086.000000,1087.979980,1083.170044,1085.979980,1085.979980,32162
2020-06-29,1085.880005,1090.000000,1085.880005,1089.640015,1089.640015,14623
2020-06-30,1090.939941,1093.989990,1089.030029,1090.219971,1090.219971,15759
2020-07-01,1088.010010,1092.939941,1085.000000,1091.010010,1091.010010,54916
2020-07-02,1150.000000,1150.000000,1091.010010,1092.010010,1092.010010,80964
2020-07-03,1093.349976,1094.489990,1092.500000,1094.400024,1094.400024,54025
2020-07-06,1100.000000,1100.050049,1090.000000,1090.260010,1090.260010,42571
2020-07-07,1092.060059,1095.000000,1091.510010,1093.500000,1093.500000,17686
2020-07-08,1093.060059,1097.000000,1093.000000,1096.260010,1096.260010,26165
2020-07-09,1097.150024,1099.839966,1097.099976,1099.650024,1099.650024,14853
2020-07-10,1099.650024,1101.000000,1081.000000,1100.979980,1100.979980,29096
2020-07-13,1111.000000,1115.939941,1103.000000,1104.219971,1104.219971,16308
2020-07-14,1104.000000,1107.890015,1104.000000,1107.140015,1107.140015,24268
2020-07-15,1110.010010,1110.010010,1104.310059,1105.869995,1105.869995,19879
2020-07-16,1105.510010,1110.000000,1105.500000,1109.869995,1109.869995,19929
2020-07-17,1108.550049,1112.979980,1107.010010,1111.390015,1111.390015,70783
2020-07-20,1119.000000,1119.000000,1110.500000,1112.250000,1112.250000,31301
2020-07-21,1112.250000,1113.989990,1110.500000,1112.130005,1112.130005,14251
2020-07-22,1110.500000,1111.849976,1110.199951,1110.939941,1110.939941,6609
2020-07-23,1111.000000,1114.939941,1010.950012,1106.550049,1106.550049,27720
2020-07-24,1104.000000,1108.989990,1104.000000,1106.170044,1106.170044,22726
2020-07-27,1105.000000,1108.859985,1105.000000,1107.180054,1107.180054,13765
2020-07-28,1107.550049,1109.989990,1106.000000,1106.150024,1106.150024,12365
2020-07-29,1109.989990,1121.000000,1103.199951,1107.989990,1107.989990,4355
2020-07-30,1107.010010,1110.949951,1105.099976,1107.550049,1107.550049,102857
2020-07-31,1110.000000,1110.000000,1107.109985,1109.969971,1109.969971,303901
2020-08-03,1190.000000,1190.000000,1108.099976,1109.540039,1109.540039,10155
2020-08-04,1110.949951,1110.979980,1107.500000,1108.209961,1108.209961,36318
2020-08-05,1107.949951,1112.890015,1107.949951,1111.790039,1111.790039,20114
2020-08-06,1112.000000,1113.969971,1110.150024,1112.189941,1112.189941,12793
2020-08-07,1109.199951,1111.939941,1108.000000,1108.560059,1108.560059,83225
2020-08-10,1110.000000,1110.050049,1103.300049,1105.310059,1105.310059,22172
2020-08-11,1105.050049,1106.000000,1102.160034,1104.040039,1104.040039,26362
2020-08-12,1102.000000,1104.000000,1100.109985,1101.709961,1101.709961,14656
2020-08-13,1101.250000,1105.500000,1099.000000,1104.439941,1104.439941,18502
2020-08-14,1102.000000,1103.989990,1099.010010,1102.339966,1102.339966,12054
2020-08-17,1106.000000,1106.000000,1100.000000,1102.010010,1102.010010,8387
2020-08-18,1102.010010,1103.500000,1101.500000,1102.280029,1102.280029,12291
2020-08-19,1101.000000,1101.599976,1098.400024,1099.849976,1099.849976,8379
2020-08-20,1097.000000,1098.800049,1096.000000,1097.060059,1097.060059,22265
2020-08-21,1097.000000,1097.989990,1092.500000,1093.130005,1093.130005,35725
2020-08-24,1095.000000,1095.000000,1082.150024,1083.969971,1083.969971,34633
2020-08-25,1081.010010,1086.800049,1080.000000,1084.209961,1084.209961,31819
2020-08-26,1084.000000,1086.500000,1082.000000,1082.300049,1082.300049,29306
2020-08-27,1084.910034,1084.939941,1080.000000,1082.050049,1082.050049,35488
2020-08-28,1095.000000,1095.000000,1077.500000,1078.420044,1078.420044,59091
2020-08-31,1078.000000,1084.000000,1076.109985,1076.939941,1076.939941,57192
2020-09-01,1076.949951,1096.040039,1076.949951,1095.000000,1095.000000,87662
2020-09-02,1098.000000,1099.750000,1095.000000,1095.270020,1095.270020,62927
2020-09-03,1099.989990,1103.800049,1096.020020,1102.479980,1102.479980,11193
2020-09-04,1101.000000,1106.000000,1101.000000,1105.050049,1105.050049,12981
2020-09-07,1105.000000,1111.000000,1105.000000,1108.489990,1108.489990,40900
2020-09-08,1108.890015,1109.979980,1101.050049,1102.869995,1102.869995,8654
2020-09-09,1101.989990,1104.000000,1097.250000,1098.520020,1098.520020,19126
2020-09-10,1100.000000,1101.000000,1098.699951,1100.189941,1100.189941,13555
2020-09-11,1102.920044,1103.339966,1099.199951,1100.150024,1100.150024,6645
2020-09-14,1100.000000,1102.250000,1098.619995,1099.979980,1099.979980,7399
2020-09-15,1102.000000,1103.260010,1099.800049,1100.329956,1100.329956,12918
2020-09-16,1098.170044,1102.380005,1098.119995,1099.989990,1099.989990,16119
2020-09-17,1100.000000,1101.500000,1099.099976,1099.819946,1099.819946,6339
2020-09-18,1100.500000,1101.000000,1099.660034,1100.619995,1100.619995,12111
2020-09-21,1103.000000,1103.099976,1100.000000,1100.310059,1100.310059,10305
2020-09-22,1100.010010,1102.910034,1099.000000,1100.130005,1100.130005,2957
2020-09-23,1099.160034,1102.989990,1099.099976,1101.229980,1101.229980,6125
2020-09-24,1098.550049,1102.920044,1098.550049,1100.589966,1100.589966,3416
2020-09-25,1097.560059,1100.989990,1097.510010,1099.989990,1099.989990,5555
2020-09-28,1101.900024,1101.949951,1097.000000,1101.410034,1101.410034,16283
2020-09-29,1097.050049,1099.920044,1096.949951,1097.989990,1097.989990,27012
2020-09-30,1098.099976,1101.500000,1097.000000,1101.140015,1101.140015,10445
2020-10-01,1100.000000,1101.890015,1097.050049,1101.540039,1101.540039,8879
2020-10-05,1102.000000,1102.000000,1100.000000,1101.959961,1101.959961,6591
2020-10-06,1103.000000,1103.000000,1101.800049,1102.109985,1102.109985,21801
2020-10-07,1099.020020,1102.989990,1099.020020,1100.589966,1100.589966,9275
2020-10-08,1102.000000,1102.969971,1098.160034,1101.109985,1101.109985,6323
2020-10-09,1100.050049,1108.500000,1100.000000,1106.380005,1106.380005,21940
2020-10-12,1108.050049,1112.000000,1108.000000,1110.540039,1110.540039,15454
2020-10-13,1110.050049,1113.989990,1110.000000,1112.660034,1112.660034,2478
2020-10-14,1114.939941,1115.000000,1111.020020,1114.869995,1114.869995,16808
2020-10-15,1114.949951,1115.000000,1111.170044,1113.109985,1113.109985,4456
2020-10-16,1114.989990,1116.699951,1114.199951,1116.540039,1116.540039,17136
2020-10-19,1115.949951,1119.900024,1115.550049,1119.829956,1119.829956,40035
2020-10-20,1119.989990,1119.989990,1117.300049,1119.979980,1119.979980,18181
2020-10-21,1119.699951,1120.000000,1117.099976,1119.520020,1119.520020,21754
2020-10-22,1119.949951,1120.000000,1117.760010,1119.959961,1119.959961,20404
2020-10-23,1117.050049,1119.989990,1117.050049,1119.819946,1119.819946,15103
2020-10-26,1120.050049,1123.949951,1117.160034,1122.260010,1122.260010,206329
2020-10-27,1123.000000,1126.000000,1123.000000,1124.959961,1124.959961,12258
2020-10-28,1123.000000,1125.989990,1122.500000,1124.890015,1124.890015,9779
2020-10-29,1124.000000,1125.989990,1122.050049,1123.709961,1123.709961,7496
2020-10-30,1149.000000,1149.000000,1122.449951,1125.189941,1125.189941,14534
2020-11-02,1127.000000,1127.000000,1123.800049,1126.000000,1126.000000,16647
2020-11-03,1127.000000,1127.000000,1125.500000,1126.469971,1126.469971,13318
2020-11-04,1123.010010,1125.569946,1123.000000,1124.750000,1124.750000,5680
2020-11-05,1127.000000,1127.000000,1119.650024,1120.560059,1120.560059,59294
2020-11-06,1123.010010,1126.949951,1120.099976,1123.800049,1123.800049,60031
2020-11-09,1123.010010,1128.000000,1120.000000,1120.150024,1120.150024,102985
2020-11-10,1122.010010,1124.939941,1120.000000,1123.329956,1123.329956,3270
2020-11-11,1120.550049,1123.770020,1120.500000,1123.359985,1123.359985,7918
2020-11-12,1122.510010,1122.969971,1120.760010,1121.810059,1121.810059,5768
2020-11-13,1121.150024,1122.900024,1120.010010,1122.040039,1122.040039,13658
2020-11-14,1123.550049,1125.500000,1120.550049,1123.239990,1123.239990,957
2020-11-17,1126.000000,1126.000000,1122.000000,1124.989990,1124.989990,6798
2020-11-18,1125.849976,1127.300049,1124.650024,1126.229980,1126.229980,2684
2020-11-19,1128.000000,1128.000000,1122.500000,1124.989990,1124.989990,8194
2020-11-20,1126.199951,1126.989990,1123.150024,1126.650024,1126.650024,10923
2020-11-23,1123.060059,1127.890015,1123.060059,1126.030029,1126.030029,4332
2020-11-24,1125.000000,1127.989990,1125.000000,1127.520020,1127.520020,3632
2020-11-25,1127.300049,1128.000000,1125.000000,1127.010010,1127.010010,2067
2020-11-26,1127.000000,1130.000000,1126.459961,1129.709961,1129.709961,95199
2020-11-27,1130.000000,1133.400024,1127.510010,1131.859985,1131.859985,2417
2020-12-01,1131.000000,1133.380005,1129.500000,1131.689941,1131.689941,26251
2020-12-02,1200.000000,1200.000000,1125.000000,1129.459961,1129.459961,31403
2020-12-03,1130.949951,1130.949951,1127.750000,1130.290039,1130.290039,10615
2020-12-04,1126.000000,1132.930054,1126.000000,1131.550049,1131.550049,15855
2020-12-07,1130.000000,1132.989990,1130.000000,1132.550049,1132.550049,17820
2020-12-08,1130.000000,1133.479980,1129.599976,1133.329956,1133.329956,10266
2020-12-09,1132.449951,1133.449951,1130.849976,1132.459961,1132.459961,10253
2020-12-10,1132.459961,1133.989990,1131.510010,1133.829956,1133.829956,6356
2020-12-11,1134.989990,1134.989990,1130.109985,1133.510010,1133.510010,12780
2020-12-14,1134.050049,1134.050049,1130.050049,1132.849976,1132.849976,7353
2020-12-15,1131.500000,1132.979980,1131.000000,1131.239990,1131.239990,12254
2020-12-16,1131.000000,1133.979980,1131.000000,1132.189941,1132.189941,13076
2020-12-17,1133.000000,1134.459961,1131.510010,1133.729980,1133.729980,4251
2020-12-18,1131.060059,1134.979980,1131.050049,1134.079956,1134.079956,6648
2020-12-21,1133.000000,1134.989990,1132.050049,1132.469971,1132.469971,6908
2020-12-22,1132.050049,1133.000000,1129.000000,1129.300049,1129.300049,14121
2020-12-23,1133.930054,1133.930054,1131.060059,1133.479980,1133.479980,3119
2020-12-24,1132.050049,1133.930054,1131.000000,1133.050049,1133.050049,6944
2020-12-28,1133.000000,1135.979980,1131.020020,1135.910034,1135.910034,5431
2020-12-29,1134.109985,1135.199951,1134.000000,1135.189941,1135.189941,3351
2020-12-30,1135.949951,1136.989990,1132.550049,1135.089966,1135.089966,1329
2020-12-31,1135.000000,1138.989990,1135.000000,1138.949951,1138.949951,6643
2021-01-01,1138.939941,1138.939941,1136.900024,1136.910034,1136.910034,10610
2021-01-04,1134.500000,1138.790039,1134.500000,1138.000000,1138.000000,9695
2021-01-05,1138.979980,1138.979980,1134.989990,1135.910034,1135.910034,11348
2021-01-06,1137.599976,1138.479980,1137.010010,1138.069946,1138.069946,2638
2021-01-07,1139.000000,1139.000000,1135.069946,1137.520020,1137.520020,6168
2021-01-08,1137.099976,1138.930054,1136.020020,1137.000000,1137.000000,28246
2021-01-11,1136.890015,1138.989990,1135.000000,1138.770020,1138.770020,11244
2021-01-12,1135.000000,1138.489990,1134.119995,1138.040039,1138.040039,5038
2021-01-13,1137.500000,1140.989990,1137.500000,1139.150024,1139.150024,44107
2021-01-14,1128.000000,1139.979980,1128.000000,1135.739990,1135.739990,30065
2021-01-15,1135.500000,1137.979980,1135.500000,1137.560059,1137.560059,22413
2021-01-18,1133.949951,1137.979980,1133.010010,1136.829956,1136.829956,23246
2021-01-19,1136.000000,1137.790039,1135.000000,1135.930054,1135.930054,15076
2021-01-20,1135.930054,1136.410034,1134.599976,1135.479980,1135.479980,19750
2021-01-21,1137.979980,1137.979980,1134.099976,1135.939941,1135.939941,15468
2021-01-22,1137.979980,1137.979980,1132.079956,1135.750000,1135.750000,8815
2021-01-25,1135.750000,1136.900024,1133.560059,1136.160034,1136.160034,3032
2021-01-27,1136.209961,1136.949951,1133.010010,1135.079956,1135.079956,10963
2021-01-28,1134.010010,1135.989990,1133.010010,1134.449951,1134.449951,19380
2021-01-29,1134.000000,1136.930054,1134.000000,1135.010010,1135.010010,10718
2021-02-01,1135.500000,1135.989990,1132.050049,1133.609985,1133.609985,13733
2021-02-02,1131.930054,1131.930054,1124.069946,1125.780029,1125.780029,14349
2021-02-03,1123.949951,1123.949951,1115.040039,1118.969971,1118.969971,15170
2021-02-04,1118.010010,1120.000000,1118.010010,1119.540039,1119.540039,8277
2021-02-05,1122.989990,1122.989990,1119.069946,1119.939941,1119.939941,21223
2021-02-08,1121.930054,1121.930054,1117.040039,1117.689941,1117.689941,22203
2021-02-09,1117.689941,1119.500000,1117.069946,1117.359985,1117.359985,13206
2021-02-10,1119.500000,1119.500000,1115.260010,1115.969971,1115.969971,9097
2021-02-11,1116.099976,1118.000000,1115.050049,1116.619995,1116.619995,14543
2021-02-12,1117.589966,1122.479980,1117.000000,1117.040039,1117.040039,96471
2021-02-15,895.000000,1122.900024,895.000000,1121.260010,1121.260010,8198
2021-02-16,1121.260010,1122.500000,1117.000000,1117.520020,1117.520020,42693
2021-02-17,1120.000000,1122.959961,1118.069946,1119.930054,1119.930054,5098
2021-02-18,1121.890015,1121.890015,1117.069946,1117.739990,1117.739990,10880
2021-02-19,1118.000000,1119.949951,1117.500000,1118.099976,1118.099976,9600
2021-02-22,1118.089966,1119.979980,1117.199951,1118.800049,1118.800049,14620
2021-02-23,1114.979980,1114.979980,1112.000000,1113.099976,1113.099976,18833
2021-02-24,1114.500000,1115.000000,1111.000000,1114.099976,1114.099976,101176
2021-02-25,1111.550049,1116.000000,1111.550049,1114.140015,1114.140015,35635
2021-02-26,1114.189941,1115.000000,1112.000000,1113.969971,1113.969971,22661
2021-03-01,1117.949951,1118.000000,1110.000000,1111.719971,1111.719971,15772
2021-03-02,1111.550049,1114.910034,1111.500000,1112.089966,1112.089966,8443
2021-03-03,1114.910034,1114.979980,1109.010010,1109.829956,1109.829956,25276
2021-03-04,1109.089966,1113.989990,1108.099976,1109.040039,1109.040039,25414
2021-03-05,1108.000000,1112.939941,1108.000000,1108.369995,1108.369995,23152
2021-03-08,1110.000000,1112.939941,1107.699951,1108.319946,1108.319946,30589
2021-03-09,1108.319946,1110.900024,1107.069946,1108.170044,1108.170044,19339
2021-03-10,1107.000000,1111.000000,1064.160034,1109.739990,1109.739990,7935
2021-03-12,1111.930054,1111.989990,1107.000000,1109.040039,1109.040039,34740
2021-03-15,1110.000000,1111.630005,1107.250000,1110.209961,1110.209961,13551
2021-03-16,1111.979980,1111.979980,1107.010010,1109.479980,1109.479980,6446
2021-03-17,1110.130005,1111.989990,1109.010010,1109.739990,1109.739990,10338
2021-03-18,1112.939941,1112.939941,1108.000000,1109.910034,1109.910034,5370
2021-03-19,1108.099976,1112.989990,1108.079956,1109.449951,1109.449951,4556
2021-03-22,1112.989990,1118.989990,1112.989990,1117.239990,1117.239990,14817
2021-03-23,1117.290039,1122.989990,1117.290039,1119.920044,1119.920044,9245
2021-03-24,1124.000000,1125.989990,1120.459961,1125.969971,1125.969971,23941
2021-03-25,1124.089966,1128.989990,1124.089966,1128.910034,1128.910034,25944
2021-03-26,1129.949951,1132.979980,1127.180054,1131.729980,1131.729980,24919
2021-03-30,1129.729980,1134.989990,1128.010010,1132.520020,1132.520020,17807
2021-03-31,1133.939941,1134.000000,1130.000000,1131.189941,1131.189941,7282
2021-04-01,1135.000000,1137.000000,1134.000000,1136.750000,1136.750000,27765
2021-04-05,1137.989990,1137.989990,1133.020020,1136.939941,1136.939941,7886
2021-04-06,1137.000000,1141.000000,1135.079956,1138.910034,1138.910034,12626
2021-04-07,1142.989990,1147.890015,1138.089966,1147.160034,1147.160034,27798
2021-04-08,1145.489990,1147.989990,1143.920044,1146.550049,1146.550049,10520
2021-04-09,1143.150024,1146.550049,1143.150024,1145.270020,1145.270020,12658
2021-04-12,1147.930054,1147.989990,1142.000000,1143.670044,1143.670044,15384
2021-04-13,1143.640015,1146.000000,1143.640015,1145.189941,1145.189941,11382
2021-04-15,1147.000000,1147.500000,1145.050049,1146.469971,1146.469971,12726
2021-04-16,1146.420044,1147.989990,1145.199951,1147.160034,1147.160034,10578
2021-04-19,1147.939941,1147.989990,1143.130005,1146.489990,1146.489990,14041
2021-04-20,1147.489990,1147.489990,1144.949951,1146.660034,1146.660034,26888
2021-04-22,1143.250000,1147.989990,1142.550049,1145.020020,1145.020020,11809
2021-04-23,1147.400024,1147.489990,1146.000000,1146.400024,1146.400024,7777
2021-04-26,1145.000000,1148.489990,1145.000000,1147.839966,1147.839966,2781
2021-04-27,1148.989990,1148.989990,1146.010010,1147.010010,1147.010010,3772
2021-04-28,1143.079956,1147.939941,1143.079956,1145.880005,1145.880005,10466
2021-04-29,1144.260010,1147.939941,1144.250000,1146.849976,1146.849976,1908
2021-04-30,1145.150024,1147.949951,1142.310059,1146.959961,1146.959961,28001
2021-05-03,1148.000000,1150.989990,1144.079956,1150.589966,1150.589966,9469
2021-05-04,1150.989990,1150.989990,1148.010010,1149.979980,1149.979980,132699
2021-05-05,1149.849976,1150.000000,1147.500000,1149.880005,1149.880005,17482
2021-05-06,1149.109985,1153.449951,1149.109985,1152.599976,1152.599976,89221
2021-05-07,1152.949951,1156.699951,1152.459961,1155.400024,1155.400024,12409
2021-05-10,1152.989990,1152.989990,1150.449951,1151.800049,1151.800049,24701
2021-05-11,1152.489990,1152.489990,1147.579956,1152.260010,1152.260010,8003
2021-05-12,1153.439941,1153.479980,1151.000000,1152.989990,1152.989990,11014
2021-05-14,1153.489990,1155.000000,1150.949951,1153.989990,1153.989990,54853
2021-05-17,1154.930054,1155.979980,1152.400024,1155.449951,1155.449951,14074
2021-05-18,1153.099976,1156.989990,1153.099976,1156.640015,1156.640015,2319
2021-05-19,1155.939941,1156.989990,1155.160034,1156.079956,1156.079956,7808
2021-05-20,1156.939941,1157.959961,1156.650024,1157.369995,1157.369995,5281
2021-05-21,1156.010010,1157.369995,1155.449951,1155.959961,1155.959961,20997
2021-05-24,1155.959961,1157.989990,1155.959961,1157.660034,1157.660034,14134
2021-05-25,1156.400024,1157.989990,1156.400024,1157.369995,1157.369995,19729
2021-05-26,1157.369995,1159.099976,1155.099976,1158.839966,1158.839966,8558
2021-05-27,1156.300049,1159.489990,1156.300049,1159.099976,1159.099976,3394
2021-05-28,1159.400024,1159.989990,1159.000000,1159.969971,1159.969971,11717
